Name,Phone,Email,Join Date,Amount,Address,Zip,Note
Lee James,01053391881,q7jqf@@hanmail.net,2022-01-26,562,268원,부산,30487,Note
김철수!!,010 5607 9851,wvob44,6/14/2022,38,056원,Gwangju,545,NULL
 Unknown ,Phone: 9812-3983,zqsiy@,2021-12-19,44.6429만원,Sejong,11237,NULL
Lee James,010-7979-0994,36skb8,2023-05-08,약 845천원,Daejeon,76020,Note
박 민수,010-3627-1068,xrb4oq@gmail.com,6/15/2022,30.1917만원,서울,81016,Note
Unknown,01096339506,5e771j,2023. 11. 25,61.2836만원,Incheon,22,---
홍길동,01055328726,pdrux4@naver.com,2020-05-11,약 980천원,Daejeon,18616,---
 최.영.희 ,01028445767,qh0cz@gmail.com,8/21/2021,278,238원,서울,276,---
김철수,010 2323 7432,z5ze6@@hanmail.net,2/14/2023,464649,서울,302,NULL
Lee James,Phone: 7232-7153,b5h4lg@@test.co.kr,2020. 2. 5,899955,Sejong,98,NULL
 최.영.희 ,010 3162 8465,0yd4p@,2/10/2022,약 911천원,Incheon,656,Note
N/A123,010-4179-7521,5ep5bd@,2020-02-05,약 584천원,대구,362,Note
Lee James,010 0263 7404,imwu7@@,2024. 7. 21,919994,대구,30273,Note
 Unknown ,Phone: 9951-8978,jfbfd@com,2024-12-18,18.0391만원,대구,90947,---
 N/A ,010 5733 2013,3jogzp@test.co.kr,8/22/2021,173273,Jeju,22701,NULL
Lee James123,010 1684 8025,zxcpv@gmail.com,8/24/2021,550,472원,부산,21891,Note
 홍길동 ,010-0800-8419,lzz53@@hanmail.net,12/24/2021,약 61천원,서울,483,NULL
홍길동,01025308784,i9swic@gmail.com,2024-11-03,992,804원,Sejong,27953,---
Lee James,010 7501 3239,tql6o@@hanmail.net,4/11/2024,726,070원,Incheon,752,---
Unknown!!,010-5310-7889,78b88@naver.com,2020. 1. 10,959234,서울,149,Note
최.영.희,01073553169,ea5vic@hanmail.net,2/9/2020,34.3186만원,Incheon,507,---
박 민수!!,Phone: 6140-3987,bgn1hr@@,2021. 11. 21,65.3738만원,대구,359,Note
김철수!!,+82 10-6435-0496,xzdaac@test.co.kr,2022-12-01,160643,서울,74940,---
 최.영.희 ,01041413338,n1kr4f@com,2022-09-26,307603,Sejong,439,Note
박 민수!!,010-9629-8942,e9xmtl@gmail.com,2022. 9. 11,740097,Incheon,383,---
 Lee James ,+82 10-1168-1938,bj08md@com,2024-04-03,604,740원,서울,469,Note
홍길동,Phone: 0989-5683,q45dn5@com,1/17/2020,약 520천원,Sejong,58079,---
Lee James123,01039464304,vr05vh@,2022. 8. 21,약 994천원,부산,588,---
김철수,+82 10-2672-8699,trdzqr,6/9/2020,219277,Incheon,40047,NULL
 홍길동 ,01035693861,5f7rp@com,2020. 10. 16,약 437천원,Incheon,119,---
홍길동,010 5307 6615,euk4fo@gmail.com,2021-06-13,713337,대구,96,Note
Lee James,Phone: 3250-6979,j78oph@@hanmail.net,6/12/2024,880,693원,Jeju,123,NULL
박 민수,Phone: 2530-6966,o68zqk,3/8/2021,약 460천원,대구,40856,Note
박 민수,010 0180 7556,ut3nfp@naver.com,2022-12-22,24.9143만원,Gwangju,71774,NULL
Unknown123,010 4667 8046,p1t2h@@,9/28/2023,412964,서울,775,NULL
N/A,010-2611-0895,3rx23k@@hanmail.net,2024. 1. 28,452,263원,서울,497,---
 Unknown ,Phone: 6063-7538,v5v7bn@gmail.com,2020. 10. 24,342266,대구,430,Note
홍길동,+82 10-8620-5353,taxa3v@gmail.com,2024-11-07,850812,Sejong,853,Note
N/A,+82 10-2374-9102,ao47ixq@hanmail.net,3/18/2020,807781,Jeju,358,NULL
 Lee James ,+82 10-5270-1388,p4v9o9@hanmail.net,5/2/2021,771,568원,Gwangju,97945,---
홍길동,Phone: 4288-4375,rmgbal@test.co.kr,6/7/2021,261,109원,Sejong,257,---
Unknown,+82 10-7536-3436,4bj2qm,10/5/2020,약 782천원,Incheon,434,Note
최.영.희,010 4612 7998,srdbot,2020. 4. 26,약 416천원,Gwangju,38921,NULL
Lee James,Phone: 2784-0440,gok99,2024. 1. 24,501,488원,Gwangju,55533,---
홍길동123,Phone: 0500-2840,6ha2cp,2023-11-23,808,326원,부산,148,Note
Unknown,+82 10-4903-6336,8h1ce@naver.com,4/13/2022,109610,서울,95085,Note
 김철수 ,01086816649,434y4l@com,2/2/2021,377,660원,서울,82559,Note
홍길동123,01006799933,nndfcq@com,2024. 3. 20,959240,Daejeon,121,Note
N/A!!,010-8778-0879,9hxsuo@naver.com,2023. 1. 26,약 971천원,부산,41663,Note
최.영.희,010-4583-2291,3jrpw@,5/15/2020,799,119원,Incheon,715,Note
홍길동,Phone: 7260-2810,yracqn@@com,1/11/2020,656702,서울,79037,Note
박 민수,010-6647-8467,1ovvh,2021-03-20,707,148원,Sejong,350,Note
최.영.희123,01073548878,ooywgi@test.co.kr,1/20/2022,40668,부산,88799,---
 홍길동 ,010-7286-6359,z9buje@hanmail.net,4/9/2022,539955,Incheon,59324,NULL
최.영.희123,010 6719 5104,24tw9b@com,2020. 5. 27,448,190원,부산,15754,Note
 박 민수 ,010 6976 7654,5rymd@@hanmail.net,2023-10-19,85.8622만원,Incheon,43190,---
김철수,Phone: 9672-5423,al8gya@naver.com,9/12/2023,12.2509만원,대구,67124,Note
N/A,+82 10-2855-3927,jsm82o@,2022. 7. 7,31,491원,Incheon,707,NULL
김철수,010-1151-4013,cm3p3@gmail.com,9/15/2021,약 642천원,Sejong,288,---
 N/A ,Phone: 1872-9343,w7ca3q@@com,7/17/2023,653,700원,대구,94931,NULL
N/A,+82 10-8270-3296,1ij45m@test.co.kr,5/17/2024,248,400원,Jeju,97464,---
박 민수,010-2969-8446,gkapoc@test.co.kr,2/8/2022,807,711원,Daejeon,81351,NULL
 Lee James ,+82 10-0961-0111,5o5yo,12/21/2020,41.3095만원,서울,970,NULL
최.영.희,+82 10-9888-7910,psq21e@@naver.com,8/16/2024,약 123천원,서울,99388,NULL
최.영.희,Phone: 1453-2128,vajqja,2022. 12. 9,4.1155만원,Incheon,719,NULL
박 민수!!,010-5063-3056,tgg2zf@,2024-10-17,266,824원,Daejeon,4536,NULL
Lee James,+82 10-1721-8467,c78ftb@com,2021-08-13,94.0681만원,Gwangju,86772,NULL
최.영.희,01035549356,0fpyx@naver.com,11/15/2024,718113,대구,67735,---
 김철수 ,010 1786 3021,t9k87@naver.com,2020-10-22,643648,대구,4810,NULL
박 민수,010-0947-0715,pksyp@test.co.kr,2024-09-12,955,458원,대구,55163,NULL
김철수,+82 10-0688-9645,pd7r2p@@com,2024. 4. 28,357,589원,Gwangju,74382,Note
최.영.희,010 3018 5725,7cxdg@@hanmail.net,2024. 9. 5,301,157원,부산,3469,---
김철수!!,+82 10-3951-0421,z5dep@naver.com,2024-10-14,566,743원,부산,103,Note
 Unknown ,01077854836,shgnuf9@naver.com,4/12/2024,51.9707만원,Incheon,481,NULL
N/A,Phone: 4020-4481,z74o@@hanmail.net,2022-04-02,868,082원,Sejong,91932,NULL
최.영.희,Phone: 1894-6015,m34ow@@com,2/27/2024,366709,대구,60101,Note
Unknown123,010-4408-1957,j0rl4k@@naver.com,8/2/2022,70.1067만원,대구,779,Note
N/A!!,010 5142 6836,0q5kkg@@gmail.com,2021. 10. 23,870,462원,Jeju,917,Note
김철수,+82 10-1587-0699,53866s@,2021-05-01,약 862천원,대구,68077,---
 N/A ,+82 10-0215-9784,8lz3b9h@gmail.com,2020. 3. 24,78514,대구,44839,NULL
N/A!!,010-0659-1516,h35qch,2023-08-26,32.2903만원,대구,18169,Note
 최.영.희 ,010 8546 7627,br308b@,12/6/2020,31,157원,서울,333,Note
Unknown,+82 10-0583-8928,t6vn14@hanmail.net,4/24/2022,778864,Daejeon,29204,NULL
Lee James123,01059429713,pohzyq@gmail.com,1/22/2021,368456,Daejeon,95090,Note
박 민수,01041892374,kgwrm,2024-12-08,994,768원,Jeju,483,NULL
Unknown,010-0351-3099,h1brin@naver.com,2021-07-26,328,009원,Jeju,22159,Note
최.영.희!!,+82 10-9577-8544,3vyc3c@gmail.com,2024. 11. 9,909,745원,서울,29528,Note
김철수,01071247859,128rga@gmail.com,2020. 8. 23,약 18천원,Sejong,934,---
박 민수!!,01063532140,q2nfkh@hanmail.net,1/20/2021,약 26천원,대구,82198,Note
 홍길동 ,010 0880 0356,1lh9xr@@test.co.kr,2023-02-14,55,721원,대구,60477,NULL
 박 민수 ,01091844241,jvwo4@@hanmail.net,1/4/2020,113,077원,Gwangju,104,---
N/A,010-1502-4362,o3cc1@hanmail.net,2020. 6. 7,400,279원,Jeju,45833,---
홍길동,Phone: 5909-2242,k0b5ls@,12/13/2022,91.1482만원,서울,878,Note
 홍길동 ,Phone: 0756-2198,vb89p@com,8/9/2023,931766,Incheon,54723,NULL
 Unknown ,+82 10-6945-8946,5cfmtt@@com,2020-08-21,38,190원,Sejong,337,---
Unknown,+82 10-4338-4608,srupz,12/25/2021,932502,부산,3684,---
최.영.희,010-3376-5783,1lh2h8@@hanmail.net,4/19/2023,약 610천원,서울,19532,NULL
김철수123,010-2627-5711,h1xxr8@naver.com,2020. 10. 25,771721,Incheon,91889,NULL
Unknown,010-6759-2529,ntvq9l,5/22/2023,751,933원,Gwangju,48658,Note
박 민수,01098589089,gm81wj@com,2021. 2. 17,836565,대구,60854,---
Unknown123,Phone: 2121-9989,sj40xb@@,2024-11-26,573,513원,Daejeon,956,---
박 민수,01057738432,fvjckj@naver.com,2024. 11. 25,907825,Sejong,69195,---
N/A123,Phone: 6990-9290,ni5e7@,2020. 12. 11,54.9148만원,Gwangju,915,---
홍길동,Phone: 7530-4358,81papg@naver.com,2022. 2. 27,968,000원,부산,873,Note
N/A,010 6037 4435,ue0y0i@com,2024. 9. 1,909,760원,Sejong,91709,NULL
홍길동123,01028477847,q37bcl@@gmail.com,2/3/2020,411,878원,서울,774,NULL
N/A,010-4637-8229,hmjaqi@com,2020. 10. 12,172536,Incheon,90307,NULL
Unknown123,010 9746 7149,3j0kri@com,6/4/2021,60.0537만원,Incheon,57,---
 Lee James ,+82 10-4126-3406,2jjyxj,2/13/2021,약 299천원,부산,500,NULL
홍길동,010-3166-0680,461nqn@@gmail.com,2020. 3. 19,약 979천원,Sejong,66238,Note
N/A,010 4458 3469,iafts,12/7/2020,312,590원,Gwangju,72475,---
 Lee James ,010 7240 3403,hwz0s,2022. 7. 4,22.0083만원,Jeju,99411,---
김철수,Phone: 8340-1364,vqowz5@@naver.com,2022-01-10,62.5244만원,Gwangju,629,---
김철수,010 5658 0286,l77nf7@test.co.kr,3/1/2020,약 843천원,부산,60927,---
홍길동123,Phone: 0324-0439,emkcr@gmail.com,5/5/2020,약 475천원,Daejeon,249,---
김철수,+82 10-5497-3238,q2wpv6@test.co.kr,7/23/2024,25.7983만원,부산,3630,---
최.영.희,Phone: 1224-7591,5c6n2f@@,2022-11-20,700,412원,Jeju,436,Note
김철수,01059562828,4db2if,3/4/2020,82.425만원,Sejong,24202,Note
 N/A ,010 1310 4924,lvhxk6,2020-04-22,608959,서울,21888,---
박 민수123,01061089643,o9mo0q@@gmail.com,2021-12-03,382181,Daejeon,419,Note
Unknown,010-7028-2309,bttho@@com,2020. 5. 25,약 858천원,서울,822,Note
N/A,010-0163-5877,sirm37@gmail.com,9/13/2021,787193,서울,344,NULL
홍길동,010-0725-8571,4j8tls@@naver.com,2021-09-10,392094,대구,48032,---
김철수123,Phone: 0369-6777,jmg83d@gmail.com,2021. 3. 12,66.8949만원,부산,66836,NULL
김철수,010-2196-4968,i1f7v5@com,2021-04-08,약 844천원,대구,2358,---
박 민수!!,010-3304-5585,pmg90h@hanmail.net,2024-07-14,약 907천원,서울,97065,NULL
 N/A ,010 4733 7492,7hogwi@@gmail.com,12/6/2022,76.532만원,Gwangju,230,NULL
 홍길동 ,010 2773 7081,xuqk4d@gmail.com,2021. 1. 23,465713,Jeju,34187,Note
박 민수123,Phone: 1044-8327,ko6ni,6/11/2024,221,046원,Sejong,6174,NULL
 홍길동 ,+82 10-7534-9997,2q70ah@gmail.com,9/8/2022,73,173원,Gwangju,3257,---
 박 민수 ,01016333411,83lous@naver.com,2021-06-08,650,849원,대구,43862,NULL
박 민수,010-5618-1220,fw85e@naver.com,2024-04-06,221,849원,Incheon,264,Note
홍길동,+82 10-5604-7766,6q72dk,3/14/2022,약 780천원,Sejong,214,---
홍길동,Phone: 5140-7388,lkqfmp@hanmail.net,2022-12-27,809314,Daejeon,779,---
N/A,+82 10-2755-7017,vlvo9i@com,10/5/2020,432722,부산,387,---
 Unknown ,010-1921-3120,vav7id@@hanmail.net,2020. 1. 12,약 248천원,Daejeon,48075,NULL
 최.영.희 ,Phone: 9963-4363,3oer9a@,2023-05-06,613695,Sejong,356,NULL
N/A123,Phone: 1701-1471,h5ibr@@naver.com,10/2/2024,763,317원,Jeju,726,NULL
Unknown!!,01085396807,pbf26a,2020-04-27,589,173원,Incheon,715,Note
박 민수,Phone: 7640-0919,koddbg@naver.com,2023. 4. 27,247,421원,대구,76706,NULL
최.영.희123,+82 10-6169-0067,mz7xqt,6/4/2021,296820,Sejong,41218,Note
홍길동,010-9507-8174,28hcns@naver.com,2022. 12. 2,25.1844만원,Incheon,904,---
박 민수,+82 10-1409-6167,exphye@gmail.com,2022. 6. 23,77362,Jeju,150,NULL
최.영.희,010 0334 9150,ki8aj@naver.com,2022-06-09,368,392원,서울,27977,Note
최.영.희,010-3818-2258,tn1x2@naver.com,6/10/2022,619536,부산,391,---
Unknown123,Phone: 2180-1094,tli8t,5/8/2021,642819,Daejeon,718,Note
최.영.희,+82 10-5986-5192,dvwzq8@test.co.kr,2024. 9. 16,약 410천원,Daejeon,65624,NULL
박 민수,+82 10-2163-3899,p9ebmd,2021-08-18,335,499원,Incheon,401,NULL
Lee James!!,Phone: 3118-8179,eseis@gmail.com,2021. 12. 27,899,888원,Jeju,434,Note
최.영.희,010 4173 2169,kvv6n8@test.co.kr,2022. 9. 19,77.2622만원,Jeju,57412,---
홍길동,010 3492 2448,bww0b4@@hanmail.net,2020-08-05,2.6178만원,Sejong,49570,NULL
박 민수,Phone: 8192-6716,u8trog@@,2021-09-06,616,838원,대구,4559,---
박 민수123,010-2161-7188,624zpg@@naver.com,2022-06-26,575,692원,Jeju,52264,Note
Lee James123,010 5797 3732,dwhts@com,2024. 8. 2,239,197원,Gwangju,64,Note
N/A,+82 10-2621-8560,p81kdg,2024-01-20,454835,Gwangju,394,Note
 Unknown ,010-7427-2968,wfvwf@@naver.com,2020-09-08,958,126원,Gwangju,162,---
 홍길동 ,+82 10-9454-3367,o25g4t@gmail.com,2021. 8. 15,272,868원,대구,73638,NULL
최.영.희!!,010-5443-6723,b3zz64,2021-04-07,56.5801만원,Jeju,20870,Note
 홍길동 ,01006983606,oh140i@test.co.kr,2022-07-11,약 367천원,Incheon,55373,Note
 Unknown ,010-3916-0422,0eyeym@hanmail.net,6/5/2023,약 505천원,Gwangju,48,---
박 민수,010 5953 3154,5abjuu@naver.com,9/8/2023,690,665원,대구,32808,---
김철수123,Phone: 4570-4778,gnh24s@,7/23/2022,510503,Incheon,61164,Note
Lee James,010 6247 8867,twz81x@@test.co.kr,2020. 10. 19,52.6662만원,대구,94362,---
Lee James,010-7238-1548,t9v5v@com,6/9/2023,781908,대구,9037,---
N/A,Phone: 4639-3069,droubg@@com,2020-12-08,26.6012만원,Daejeon,875,Note
최.영.희,01051843162,t9czg3b2,2020-09-05,약 341천원,Sejong,90773,Note
Lee James,010-6442-4295,35yi6u@hanmail.net,12/2/2024,96.4458만원,서울,59914,Note
N/A,Phone: 9243-3002,3tgxxn@hanmail.net,2024. 6. 1,10.5107만원,Gwangju,774,---
최.영.희123,01069841361,hufhgy@com,2020-07-24,326,960원,Sejong,968,NULL
 Unknown ,Phone: 0404-4773,i8c5cs,2020-11-19,912844,대구,63935,NULL
홍길동,Phone: 4010-9649,ag2k2@,2024-01-20,281373,Sejong,18695,NULL
 최.영.희 ,010-9176-9574,5tpom5@@test.co.kr,2020. 3. 28,81.2905만원,Incheon,127,Note
홍길동,Phone: 6732-5273,h4qky7@,2022-01-20,91.7308만원,Sejong,70,NULL
 김철수 ,010-8394-6800,r7v3or@@naver.com,2023. 7. 1,987460,Jeju,78848,Note
박 민수123,01094423578,kdmj1@naver.com,2024-04-19,27.3003만원,Incheon,427,---
최.영.희,+82 10-5435-7680,g0mj59@,2021-04-11,960516,Jeju,90,---
Unknown,01040635516,a53a2b,7/7/2020,약 954천원,Jeju,32554,---
 Lee James ,01004299531,7ugtfm@hanmail.net,5/12/2020,578,449원,서울,795,NULL
 N/A ,+82 10-5066-7877,ezhjd@@,2021. 7. 28,813866,부산,52,NULL
 김철수 ,010 0832 1356,lzinpg@com,2022. 11. 26,958,854원,Daejeon,185,---
N/A,01001439242,ii8smt@test.co.kr,2023-01-22,553555,Daejeon,7,Note
Unknown,010-8707-1677,e90zw@,7/15/2024,863540,Incheon,92108,---
김철수,010 3076 7074,k2litb@,2020. 9. 12,833,024원,Jeju,81,---
N/A!!,01076970834,cexzvb@com,2023. 1. 7,849,864원,대구,435,Note
 김철수 ,01074923057,7si4ha@naver.com,12/13/2023,118088,대구,13341,NULL
박 민수,010 0282 7125,9bfr3e@,2023. 6. 26,54,984원,부산,17775,Note
Unknown123,01071350069,k5licy@,11/11/2024,67.2366만원,부산,94727,---
박 민수123,01052945818,1jet6@gmail.com,2023. 7. 21,587,271원,Jeju,578,---
Unknown,01054724637,laq15@@com,7/10/2023,839,357원,대구,643,Note
홍길동!!,010 5081 7155,o8317@com,10/9/2020,63.4063만원,Daejeon,252,NULL
Lee James123,Phone: 8499-2270,oygv2g@@hanmail.net,2023-02-28,697,168원,부산,658,---
최.영.희123,+82 10-0351-2272,m1ftac@naver.com,9/6/2023,48.2634만원,Incheon,519,Note
 N/A ,+82 10-2439-9871,rhiw19@test.co.kr,2022. 6. 7,약 729천원,부산,861,Note
홍길동,+82 10-1703-8164,lcp8p7@com,7/17/2023,83.2259만원,Daejeon,67310,NULL
박 민수123,01038735385,hpwdp8,2024. 8. 18,570813,Gwangju,75031,---
김철수123,Phone: 8913-3030,uyocal,2024-10-04,842,139원,부산,247,NULL
박 민수,+82 10-0957-9309,j49qos@test.co.kr,2022-10-08,49.5137만원,Gwangju,196,Note
박 민수123,01057767756,3ro7zf@hanmail.net,2023-05-06,886,244원,Gwangju,598,---
김철수,010-4057-2474,swg2vj@@test.co.kr,2022-08-22,825499,서울,954,NULL
 N/A ,Phone: 1849-9722,lmzp9r@com,3/1/2020,60.6508만원,서울,10911,NULL
박 민수,Phone: 1841-9760,f1yuo,2023. 10. 15,414636,Incheon,610,---
N/A,01000729050,dnqq4@gmail.com,4/18/2020,988054,Gwangju,110,Note
Unknown,01074469910,e3qxmc@gmail.com,2020. 2. 5,855694,Jeju,49088,NULL
Unknown123,010-7226-0582,y1vqny@@gmail.com,2024-09-26,82.7806만원,Jeju,11932,NULL
Unknown,01051323056,astyqh,2022-04-24,796082,Jeju,75722,NULL
박 민수,010-1801-7408,9uraon@naver.com,2023. 7. 23,236,269원,Daejeon,84385,NULL
N/A,010-1491-9883,hi8whh@@naver.com,2024. 8. 5,459,763원,Sejong,45468,Note
Unknown,010-1578-4312,sj6hms@@hanmail.net,2023. 11. 17,약 27천원,서울,68,NULL
Lee James,01084629525,kuzlxc@test.co.kr,1/1/2023,584,232원,Jeju,87363,NULL
 Unknown ,Phone: 7339-3248,j8ho84@,2024. 5. 4,550,534원,부산,41134,NULL
최.영.희,010-5261-1778,84xj0b,2021-11-05,28,120원,Sejong,11,NULL
박 민수123,010 3973 5738,v59j92@hanmail.net,2021-01-04,276139,Incheon,70254,---
홍길동,Phone: 3800-7626,3wlt19@naver.com,2024. 2. 22,621,140원,부산,613,NULL
홍길동,+82 10-4886-0567,rt62ek@com,2023-06-24,76,035원,Sejong,165,NULL
 김철수 ,010 9228 7793,33isag@gmail.com,2020. 7. 14,59.712만원,서울,59319,NULL
Unknown,010-2251-6232,x60sjf@naver.com,2022. 8. 10,615300,Jeju,1130,Note
홍길동,+82 10-8347-8006,56l0e5@test.co.kr,2024-05-06,약 357천원,부산,37747,NULL
최.영.희!!,01034431494,gihexp@naver.com,2020. 11. 12,57119,Sejong,444,Note
홍길동,+82 10-7859-7995,0hc9hj,9/3/2020,약 623천원,Gwangju,46985,Note
N/A,010 8065 7188,zmi5of,2020-03-11,6.6091만원,Daejeon,82860,---
박 민수123,Phone: 8260-1834,5dasrc@hanmail.net,2024. 9. 20,82.5458만원,Sejong,454,NULL
 N/A ,+82 10-7778-2068,avdliv,11/10/2024,63.491만원,Sejong,678,NULL
Lee James123,+82 10-7300-0267,2luzkl,2020. 3. 3,952211,Jeju,22339,NULL
N/A!!,Phone: 4891-8349,a8u6q,2023. 11. 16,30.4624만원,Sejong,9544,---
Lee James123,01060384659,28ofcr,3/19/2023,329181,대구,698,---
박 민수,01067188531,1il0l1j@@test.co.kr,2024-07-06,569202,Gwangju,674,Note
김철수,010 6104 2710,xm0ir@com,6/4/2022,668,674원,서울,987,---
Lee James123,010-2418-2930,4xe4yk,11/28/2024,약 308천원,Daejeon,775,---
최.영.희,+82 10-3206-0986,21y7e@com,6/2/2022,43.7154만원,Daejeon,26353,NULL
 Unknown ,+82 10-0724-4117,iy47w@com,2/17/2020,837,111원,Jeju,57737,---
최.영.희123,01096548952,6yoc2f@naver.com,4/20/2022,약 489천원,Incheon,88189,NULL
박 민수,Phone: 6217-1661,1dntye@com,10/9/2024,79.6891만원,서울,96009,Note
 최.영.희 ,010-6404-8425,6ct797@gmail.com,2021-01-11,925759,부산,869,Note
 김철수 ,010-3249-6024,oedj8w,2023-06-10,약 417천원,Incheon,202,Note
 Lee James ,010-8358-8634,hawy38@com,2024. 6. 27,63.8127만원,Daejeon,43904,Note
Lee James,010 4787 7086,ijjnbl@test.co.kr,2020. 12. 3,167,715원,Incheon,262,Note
김철수123,010 1911 0544,y2ieo@@,8/10/2021,19.5713만원,서울,31907,NULL
 김철수 ,01013198676,24fx7n@hanmail.net,5/9/2021,905,212원,Sejong,33514,NULL
홍길동,010 9931 0406,o8qhcc@,2021. 4. 18,약 983천원,대구,25,NULL
Unknown!!,010-9338-9682,rmqa2p@@hanmail.net,2021. 7. 18,216,496원,서울,85152,Note
홍길동123,010-3120-8936,b64vfi@@naver.com,2/27/2020,6.4307만원,Sejong,208,NULL
Lee James,010-4336-5219,kmmpk,2021. 10. 7,601326,Incheon,41576,Note
Lee James123,+82 10-4508-9327,9ze0kc@hanmail.net,2022-07-19,936,589원,대구,292,Note
홍길동,01035336338,mmjx49@naver.com,9/20/2023,약 441천원,부산,9664,Note
 N/A ,+82 10-0117-4290,ep0rcj@test.co.kr,2020-01-18,약 737천원,Sejong,53,---
Unknown123,Phone: 5006-7437,s7kzvv,2021-06-03,304269,대구,498,NULL
최.영.희,Phone: 2551-0552,3adbn8,2021. 10. 26,406,542원,Gwangju,91256,---
홍길동,01072401456,gyb50m@naver.com,10/19/2020,451005,서울,28,Note
 김철수 ,010-4321-9129,jdsyk@naver.com,2024-02-05,466,767원,Jeju,53922,Note
 Unknown ,01051825241,5poeaa,2021-08-13,227,141원,대구,33428,Note
Lee James,010 6815 2370,5p7nl@gmail.com,5/15/2020,387564,Gwangju,238,---
Lee James!!,010 3761 7364,ru3ymk@naver.com,6/22/2020,203009,서울,129,Note
최.영.희,010 7908 5753,gb954r,2020. 3. 21,69.1947만원,서울,97871,Note
 박 민수 ,010-2016-6446,grxro@naver.com,2020-09-27,44737,Sejong,51649,Note
홍길동,010-3001-7234,8uwn0u@test.co.kr,2021. 4. 20,953,818원,Gwangju,15741,---
 N/A ,01081943132,wjstq8@@naver.com,9/27/2023,67663,Daejeon,26573,NULL
Unknown,01096642128,kipjw@@test.co.kr,2023. 1. 27,346,672원,Daejeon,369,Note
 홍길동 ,01027205217,e8bl98@test.co.kr,2020-01-10,831,055원,서울,504,Note
 최.영.희 ,+82 10-8213-2271,qhgn7q@test.co.kr,2024. 7. 7,447,075원,Sejong,99775,Note
홍길동,010 0677 7748,hk95ti@test.co.kr,6/12/2021,313209,대구,100,Note
박 민수,010-8204-1254,r4hslj@@test.co.kr,2022-06-27,65.323만원,Gwangju,655,---
Unknown123,Phone: 6724-4627,hvuz1e@naver.com,2021. 6. 5,231,700원,부산,49786,---
박 민수!!,01084993688,p5pgagp@naver.com,2023-07-16,749,875원,부산,773,Note
 Unknown ,010-2081-2734,yvbsys,3/28/2024,436,951원,대구,297,Note
김철수123,+82 10-1500-3087,rege5a@naver.com,1/11/2021,39.5818만원,대구,98,---
Unknown,+82 10-0308-9784,q7j255@naver.com,8/11/2020,약 437천원,서울,442,Note
 N/A ,010 2195 5839,e3igeb,2024. 2. 14,49.569만원,Jeju,701,NULL
Lee James123,010-8778-1525,06716d@naver.com,2021-04-04,942,129원,서울,71809,NULL
최.영.희,010 1623 2000,ih8dvug@test.co.kr,2020. 2. 14,약 955천원,Incheon,86864,NULL
박 민수!!,010-4176-6508,gmbiu@@com,11/11/2023,33481,Daejeon,47941,NULL
박 민수,+82 10-0924-5862,p7d7ys@gmail.com,5/25/2021,275,689원,부산,100,---
Unknown,+82 10-0637-2965,2q00oes@hanmail.net,11/3/2024,22.6838만원,Incheon,72,---
 Lee James ,+82 10-7709-9358,vsot5,2023. 5. 22,약 488천원,Sejong,432,NULL
김철수,Phone: 1495-9249,ebufm4@com,2020. 7. 23,91.3821만원,대구,137,NULL
N/A,010 1699 7335,sozzb6@com,2024. 4. 26,14.0859만원,Gwangju,381,NULL
김철수123,010-1043-8476,lmv4ah@naver.com,2021. 2. 18,약 512천원,Sejong,43789,NULL
N/A!!,+82 10-5260-3269,nmp7kq@naver.com,11/22/2023,약 864천원,부산,28355,NULL
Lee James,010-3771-1918,huito@gmail.com,2024. 1. 14,843008,Sejong,21504,NULL
홍길동!!,010-5250-0641,no3qhq@gmail.com,2024. 2. 19,444,296원,Sejong,583,---
홍길동123,+82 10-5681-1176,2zgvzl@@,11/4/2020,약 79천원,Incheon,546,NULL
Lee James!!,010 6586 4067,ot5klb@com,3/28/2022,18022,Incheon,26012,Note
Lee James,01021525304,mdw82t@naver.com,2/27/2023,316,017원,Gwangju,593,Note
박 민수,010 9914 6629,0go8rj@naver.com,2024-06-06,310797,Incheon,138,NULL
 박 민수 ,Phone: 5566-0918,aohjep@test.co.kr,7/5/2021,886,339원,Jeju,944,Note
 N/A ,+82 10-8201-6984,sp2nra@@com,2023-09-21,94530,Sejong,434,NULL
김철수123,+82 10-2978-0065,ilzoxb@,8/6/2024,16.6011만원,Incheon,66867,NULL
Unknown!!,Phone: 4387-1893,dedk9b,10/4/2022,121320,부산,68711,NULL
 홍길동 ,Phone: 2102-5893,3wdcfs,2023-05-25,457,721원,Jeju,76054,NULL
 최.영.희 ,010-4476-5325,hlgp4t@naver.com,7/20/2020,644097,Incheon,45569,NULL
Lee James123,Phone: 7019-0981,dv41i3@naver.com,11/9/2024,133285,Gwangju,593,NULL
Unknown,01072138784,7tw5p@gmail.com,2021. 10. 14,17.5945만원,대구,48450,Note
박 민수!!,010-9524-8370,9ze38i@com,2023. 12. 17,438,217원,Gwangju,6316,---
N/A!!,Phone: 1771-5994,pg61w9@,7/18/2022,755,825원,Daejeon,982,NULL
홍길동,010-4524-4457,pggqc,2024. 11. 3,약 977천원,서울,55984,Note
홍길동123,Phone: 4515-4664,w7rvs@naver.com,6/6/2024,661,847원,부산,95779,NULL
박 민수,010-1836-3900,hnwkn@@com,11/15/2022,약 243천원,Incheon,707,---
Lee James,Phone: 1915-4145,kvr21e@test.co.kr,10/3/2022,317310,Daejeon,150,NULL
